letter_id,n,text
3469,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl> 1, 9, 83 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II/2 396, Nr. 883)."
3472,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Isabella Bresegna (Brice&#241;o) Manrique</persName>; s. Dizionario biografico degli italiani XIV 189f; Graub&#252;nden, Korr.; BW Vergerio - Herzog Christoph; <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Zurich Letters</bibl> I, S. 8; <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Amerbach Korr.</bibl> X; A. Gordon Kinder, Spanish Protestants."
3475,1.0,Antistes.
3510,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
353,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 4 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 183)."
3531,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 4 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 183) und ...."
3539,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 62."
356,1.0,Antistes.
3564,1.0,"""Kunst der Holzersparung""."
357,1.0,"Verleumder, Betrüger; <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 3, 81 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 515f)."
357,2.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 9, 63 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 676f)."
3570,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Ovid,</hi> Remedium amoris 91(f?) (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> 287, Nr. 1470)."
3589,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Horaz,</hi> poetica, 139."
3610,1.0,"Johannes Jung an Bullinger, Basel, 1. Juni (1560 oder eher 1558), eingeordnet am Ende des Jahrgangs"
362,1.0,"Offenbar Thomas Leymer/Argillanus; vgl. Basel, Matrikel II 54, Nr. 45; Gast an HB, 5. Mai 49."
3636,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 3, 72 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II-3 290-292, Nr. 1272)."
3637,1.0,"Beat Wilhelm von Bonstetten gab 1556 Bürgerrecht auf (Quelle: Bürgerbuch?), vgl. Zürich ZB, Ms E 16, 298r."
3637,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
3642,1.0,"Für Zurzach wurde am 29. Juni 1558 Bernhard Bertschi gewählt; s. Zürich StA, G I 179, f. 37v. - Zuvor hatte Jakob Bindschedler die Stelle, die er am 15. Juni 1558 für Bülach verlassen hatte; aaO, f. 37r. 99r."
3648,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
3653,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Anna, geb. Adlischwyler</persName>."
3653,2.0,"Vgl. Kunstdenkm. d. Schweiz, Kt. AG, Bd. VI, S. 310."
3654,1.0,"Krämer, vgl. HB an Myconius, 1. Mai 1545!"
3654,2.0,wohl in Bremgarten
3654,3.0,unterhalb von Basel oder unter Basels Herrschaft?
367,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">B&#233;at Comte</persName>."
3671,1.0,"Paul de La Barthe, seigneur de Thermes, ..."
3671,2.0,Gravelines/Grevelingen.
3683,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Wilhelm Fr&#246;lich</persName> heiratete ca. 1545 <persName xmlns=""http://www.tei-c.org/ns/1.0"">Anna Rahn</persName> (vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Keller-Escher,</hi> Die Familie Rahn von Z&#252;rich), aber vielleicht ist jemand anderer gemeint. Schie&#223; l&#246;st Fuliginosus im Register mit ""R&#246;ichli"" auf. Das D&#252;rsteler-Register zu den Z&#252;rcher Kirchenb&#252;chern enth&#228;lt weder zu Fr&#246;lich noch zu R&#246;ichli einen passenden Eintrag."
3696,1.0,Rappoltstein.
3698,1.0,von Arras.
37,1.0,Varnier.
37,2.0,Urach.
3740,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Christoph Rotacher</persName>."
3740,2.0,"Vgl. Spr 26, 11; 2Petr 2, 22."
3741,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
376,1.0,"Albrecht Rosin, s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBLS</bibl>; vgl. u.a. ZBZ, Ms S 49, 8f; ein von ihm 1562 testiertes Breve Pauls III., an Bullinger adressiert: ZBZ, Ms A 84, 373 (als Brief aufnehmen??). Duri Blumenthal, Die drei B&#252;nde 1535 bis 1565, S. 158f."
378,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
3789,1.0,"Berker; vgl. Verzeichn. d. Geschlechts d. Bullinger 1823, S. 102; <bibl xmlns=""http://www.tei-c.org/ns/1.0"">ZTB</bibl> 1920, bes. 238ff; zu Diethelm Berker: B&#228;chtold in: Bremgarter Njbl., 2005, S. 17."
379,1.0,"Zitat aus einem Brief Bucers an [Myconius] (alias ""M.N. Stiermacht von Lucern"" vom 22. Dezember (Zürich StA, E I 441, 442-444; bzw. Simler-Abschrift in ZH ZB, Ms. S 68, 189.(von RH)."
3800,1.0,"Vgl. Sueton, Augustus, 85, 2."
3802,1.0,"Vgl. Tübingen, Matrikel I 397; Zürich StA, E II 441, 42."
382,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
382,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Sulpitius Haller</persName>."
3826,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Burkard N&#228;geli</persName>, Sohn von Hans Franz N&#228;geli, Landvogt von Ternier von 1558 bis 1562. Vgl. Berner Taschenbuch 22, 1873,S. 101f."
383,1.0,Kaspar Megander(?).
3846,1.0,Ludwig von Reischach?
3847,1.0,VD 16 F 1950.
3880,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Valentin Krautwald</persName>."
3883,1.0,Leodegar Hirsgarter(?).
3889,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 70 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II-1 456, Nr. 370)."
3897,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Peter Fuchs</persName>."
3898,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Lorenz Meyer</persName>."
3918,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">B&#233;at Comte</persName>."
3920,1.0,"Joris. Zur Affäre ein Bericht in Zürich StA, E II 446, 3f."
3923,1.0,"Simler liest ""Gössmanus""."
3931,1.0,"wörtlich; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 378."
3949,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
3965,1.0,"Anklang an den aus der römischen Messe bekannten Orationsschluß (vgl. Gwalther an HB, 3. Okt. 1538)."
3972,1.0,Langenthal.
3986,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Christine Frisching, geb. Zehnder (Zehender)</persName>? Nicht in: Walther <hi xmlns=""http://www.tei-c.org/ns/1.0"">Merz,</hi> Oberrheinische Stammtafeln, Stammtafel 25 (Zehender von Arau[!])."
3986,2.0,Diepold/Theobald und ... Frisching?
3994,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">John Hooper</persName>."
4003,1.0,Altstätten.
4003,2.0,"Vgl. Gen 15, 16."
4018,1.0,vgl. Brief vom 16. Nov.
403,1.0,"Vgl. Zeichnung in Ms S 67, 129."
4055,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Georg Wimpfer</persName>."
4066,1.0,Stucki?
4066,2.0,"Vgl. Persius, Saturae, 4, 52."
4066,3.0,Ur-? = Besançon?
4069,1.0,Blitz.
407,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
4081,1.0,von Breslau.
4089,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
4101,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 1, 199."
4121,1.0,Lucius
4131,1.0,Eisermann.
4135,1.0,von der Tann.
4138,1.0,Innsbruck.
414,1.0,irgendwie.
4140,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> 368, Nr. 1878."
4159,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Agathe Studler</persName>."
4159,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Katharina Gryn&#228;us</persName>; s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Amerbach Korr.</bibl> VI"
4160,1.0,Georg Keller?
4173,1.0,Vgl. Verfasserlexikon sowie Karteikarte in Basiskartei.
4178,1.0,"Augustin, Epistulae, 187, 6 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">CSEL</bibl> LVII 96, ***-***)."
418,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Philipp von Gundelsheim</persName>."
418,2.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Karl V.</persName>"
418,3.0,............
418,4.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Johann von Weeze</persName>."
418,5.0,Bern.
418,6.0,Karl III.
418,7.0,Waadt.
418,8.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Theodor Bibliander</persName>."
418,9.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Rudolf Gwalther</persName>."
4197,1.0,Klebitz.
4201,1.0,Zum Schuldenhandel nach Sülers Tod finden sich Materialien im Bestand A 369 (s. Register bei den Inventaren des StA).
4218,1.0,"Vgl. Ovid (gemäß Proverbia sententiaeque Latinitatis medii aevi. Lateinische Sprichwörter und Sentenzen des Mittelalters in alphabetischer Anordnung, gesammelt und hg. v. Hans Walther)."
4218,2.0,in Breslau.
4228,1.0,Antistes.
4230,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Agathe Studler</persName>."
4278,1.0,"Vgl. Spr 26, 11; 2Petr 2, 22."
428,1.0,"Die Nachrichten stammen aus dem Brief von Philipp Bechi an Myconius, Zürich StA, E II 356, 29f.(von RH)."
4281,1.0,Wildbad im Schwarzwald (Baden-Württemberg).
4286,1.0,Antistes.
4295,1.0,von A. Blarer an Bullinger geschickt
43,1.0,"Brittnauer? Joh. Zur Mühle, Pfr. in Brittnau? - Vermutlich nicht, denn dieser Ioannem kommt aus Brittnau umd lebt (wie es die Unterschrift von Schürmeister zu verstehen gibt) in Zofingen. Es handelt sich vermutlich nicht um einen Pfarrer!"
43,2.0,Räber.
43,3.0,"Jörg Joachim, bei Pfister Georg Johann Will genannt (vgl. Korr. zu <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> I-X; Karl Schenkel, 900 Jahr Staufberg, S. ??)."
4304,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Johann Anton Tillier</persName>."
4305,1.0,Grüningen?
4314,1.0,Jetzerhandel!
4314,2.0,"Sinon, Vetter des Odysseus, überredet die Troer, das trojanische Pferd in die Stadt zu holen (<hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 2, 57ff)."
4338,1.0,"s. Manfred P. Fleischer, Späthumanismus in Schlesien, S. 126f u. Reg."
4339,1.0,Innsbruck.
4348,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 91 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 216f)."
4348,2.0,... ne
435,1.0,Hansestadt?
4356,1.0,Dachselhofer? Vincenz Pfister? Vgl. Leu Lexikon.
4394,1.0,Johannes Zart.
4395,1.0,Seitz?
442,1.0,"die Hansestädte (""Seestädte"")."
4425,1.0,Bibelzitat (mehrere Stellen!).
4426,1.0,"Bewohner des Rheintales, vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBW</bibl> XII..."
444,1.0,"in den drei katholischen Landorten Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
4444,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 49 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 48)."
4448,1.0,"Cnipius/Kneip; s. Karl <hi xmlns=""http://www.tei-c.org/ns/1.0"">Bauer,</hi> <persName xmlns=""http://www.tei-c.org/ns/1.0"">Val&#233;rand Poullain</persName>."
4458,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
4460,1.0,Bibelzitat (mehrere Stellen!).
4475,1.0,Darius Scala? (so Schieß). Eher: Dario Sozzini.
4499,1.0,"Gott Zebaoth (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> <hi xmlns=""http://www.tei-c.org/ns/1.0"">Ei&#223;feldt,</hi> in: RGG VI 1875f)."
450,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
4518,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">NDBA</bibl> XXXI ...."
4553,1.0,"Gott Zebaoth (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> <hi xmlns=""http://www.tei-c.org/ns/1.0"">Ei&#223;feldt,</hi> in: RGG VI 1875f)."
458,1.0,"die Hansestädte (""Seestädte"")."
4601,1.0,"Vgl. z.B. Titus Livius, Ab urbe condita, 42, 59, 8; Sueton, Claudius, 4, 4."
4613,1.0,"Gott Zebaoth (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> <hi xmlns=""http://www.tei-c.org/ns/1.0"">Ei&#223;feldt,</hi> in: RGG VI 1875f)."
4623,1.0,"Hellebarden (s. Diefenbach, Glossarium Latino-Germanicum)."
4635,1.0,Psalmzitat?
4655,1.0,Urach.
4690,1.0,Oxford Enc. of the Ref. II 207.
4705,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 3, 72 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II-3 290-292, Nr. 1272)."
4705,2.0,Eppelmann/Milander.
4707,1.0,"Die drei katholischen Landorte Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
4709,1.0,"Vgl. 1Kor 14, 29f[?]."
4712,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 10, 25 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 690)."
4736,1.0,hiemit?
4748,1.0,"in den drei katholischen Landorten Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
4754,1.0,"Möhr (zu M. siehe auch Campell, Hist. Raetica II 488-490; Besitzeintrag von 1556 ""... & nunc Johannis Meri Cur[i?]ensis"" in einem Buch (Sammelband in der Staatl. Bibl. Lauingen), mitgeteilt 2007 durch Reinhard A. Seitz (Zwingliana 2007!). Joannes Merus Cruciensis von Grüsch 1555 am Basler Augustinerkolleg; s. Bonorand, Bündner Studierende S. 134 und <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Amerbach Korr.</bibl> IX/2 625. Vgl. in dieser Datei Notizen zu Brief 40065."
4754,2.0,"Siehe Maria Papanicolaou in: Athena 82, 1997/99."
4776,1.0,"Lignum Guajacum, Harz des Guajakbaums."
4776,2.0,"Wohl die kath. Eidgenossen (auch Erasmus vergleicht die Eidgenossen mit den Kariern, s. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 6, 14!). Vgl. auch Brief 41103."
4809,1.0,Pannerherr Andreas Schmid.
4857,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">HBBibl</bibl> III 110!"
4858,1.0,"Matth. 10, 14."
486,1.0,"Vgl. Tit 1, 2."
486,2.0,Johann(es) Winter/Guinterius.
4860,1.0,"dunkler als sibyllinische Orakelsprüche; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 7, 91 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 298)."
4866,1.0,erstmalige Benennung als Bürger von W.!
4876,1.0,"Vgl. Ex 16, 3."
4878,1.0,"Auch erw. von Haller, 27. Juli 1561."
4884,1.0,"Vgl. Phil 1, 23."
4886,1.0,Frauenfeld.
4886,2.0,"Johannes Karg, s. Augsburger Pfarrerbuch."
4900,1.0,"Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
4909,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 1, 199."
491,1.0,Knoblauch
492,1.0,"In den drei katholischen Landorten Uri, Schwyz und Unterwalden (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> III 1298)."
499,1.0,"die Hansestädte (""Seestädte"")."
4995,1.0,"Zur Redensart vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Grimm</bibl> X/I 85."
4995,2.0,"Vgl. Spr 26, 11; 2Petr 2, 22."
50,1.0,"Dryander; s. z.B. Dry. an HB, 20.3."
5009,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 49 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 48)."
5023,1.0,Zurkinden.
5040,1.0,Güttingen.
507,1.0,"Thomas Leymer/Argillanus; vgl. Basel, Matrikel II 54, Nr. 45 und Myc., 8.12.48."
513,1.0,"Hinweis: Bieler Akten betr. Joh. Jung vom Dez. 1549 in Biel Stadtarchiv, 120, CXXX, Nr. 83-86."
5138,1.0,"Anklang an den aus der römischen Messe bekannten Orationsschluß (vgl. Gwalther an HB, 3. Okt. 1538)."
5139,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 9, 63 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 676f)."
5150,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">SI</bibl> XI 956."
5150,2.0,fertig.
5175,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
5179,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Johannes Gislinger</persName>."
5192,1.0,Zurkinden.
5269,1.0,ein Woiwode (welcher?).
5275,1.0,"Vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> 320f, Nr. 1638."
5278,1.0,"Zeitung von Ernst <bibl xmlns=""http://www.tei-c.org/ns/1.0"">V&#246;gelin</bibl> (1562) in Z&#252;rich StA, E II 342a, 419."
529,1.0,Andreas Sorsée (Bullinger-Korrespondent; s. Personenkartei!).
5297,1.0,"Vgl. Persius, Saturae, 4, 52."
5303,1.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 4, 336."
5303,2.0,Pannerherr Andreas Schmid.
5315,1.0,"Zu Voglers Tätigkeit in Rappoltsweiler u. Zellenberg s. Zürich ZB, Ms S 318, S. 207 und 472; Zürich StA, A 190.1, Nr. 162ff."
5315,2.0,"<hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 1, 199."
5321,1.0,"Vgl. Vergil, Aeneis, 4, 336."
5343,1.0,"Vgl. die Anm. bei Hospinian an HB, 25. Aug. 1557."
5353,1.0,"Vgl. Gen 15, 16."
5374,1.0,"wörtlich; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 378."
5390,1.0,"Mt 24, ..."
5420,1.0,Zurkinden.
5428,1.0,Innsbruck.
5429,1.0,Innsbruck.
5454,1.0,"Andreas Fricius Modrevius, Libri tres, Basel (Oporin) 1562."
5484,1.0,"hiezu a.R. unleserlich. Bemerkung, viell.: ""Oro autem, ut tuto et cito remittas omnia."""
5517,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 4 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 183)."
5536,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
5539,1.0,"Vgl. z.B. Titus Livius, Ab urbe condita, 42, 59, 8; Sueton, Claudius, 4, 4."
5569,1.0,Antwerpen.
5587,1.0,d. h. zwischen Chartres und Dreux.
5640,1.0,Innsbruck.
5643,1.0,Innsbruck.
5664,1.0,Innsbruck.
5664,2.0,"Siehe Bullingers Schreiben an den Rat in Zürich StA, A 211.2, Nr. 24."
5667,1.0,Bibelzitat (mehrere Stellen!).
5680,1.0,Innsbruck.
5691,1.0,Innsbruck.
573,1.0,"die Hansestädte (""Seestädte"")."
5738,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 9, 63 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 676f)."
574,1.0,"die Hansestädte (""Seestädte"")."
5749,1.0,Remstal?
5750,1.0,Blasius/Blaise Marcuard.
5756,1.0,"Vgl. z. B: Titus Livius, Ab urbe condita, 7, 10, 9; 8, 13, 17 u.a."
5765,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Blasius Marcuard</persName>."
5765,2.0,einspannen.
5765,3.0,was recht ist und wodurch Wahrheit und Recht gestärkt werden.
5765,4.0,auf die Dauer.
5775,1.0,?
5807,1.0,Nîmes.
5835,1.0,"Wahrscheinlich noch nicht Bercker/Bereker; vgl. HB an Bäldi, 28.1.69."
585,1.0,"wörtlich; vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Hoven</bibl> 378."
5850,1.0,Innsbruck.
586,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 2, 3, 72 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II/3 290-292, Nr. 1272)."
5872,1.0,Erzberger(?).
5932,1.0,Erzberger(?).
5932,2.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Vergil,</hi> Aeneis, 4, 336."
5946,1.0,Innsbruck.
5956,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
5975,1.0,Zurkinden.
6004,1.0,Dario Scala? Eher: Dario Sozzini.
6005,1.0,"Philipp Gretschmann, Grätschmann, Gretschmer, Kretschmar o.ä., s. Zürich StA, B II ....; E II 350, 181; 361, 225."
6005,2.0,"Vgl. <hi xmlns=""http://www.tei-c.org/ns/1.0"">Ovid,</hi> Remedium amoris 91 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> 287, Nr. 1470)."
6009,1.0,Dario Scala?
6012,1.0,Dario Sozzini?
6061,1.0,"Desmasures, derzeit Pfr. in Metz; s. Basel, Matrikel II 216, Nr. 61."
6093,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 70 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II-1 456, Nr. 370)."
6096,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 70 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II-1 456, Nr. 370)."
61,1.0,Itelhans Berz; s. Sulzberger.
6103,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Brida Schmid</persName>."
6136,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 4, 26 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 160f)."
6136,2.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 1, 40 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 43)."
6169,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl>, 1, 5, 4 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">LB</bibl> II 183)."
617,1.0,"Hiezu a. R.: ""Das ist das best."""
6188,1.0,"Gott Zebaoth (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> <hi xmlns=""http://www.tei-c.org/ns/1.0"">Ei&#223;feldt,</hi> in: RGG VI 1875f)."
6194,1.0,"Gott Zebaoth (vgl. <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Otto</bibl> <hi xmlns=""http://www.tei-c.org/ns/1.0"">Ei&#223;feldt,</hi> in: RGG VI 1875f)."
6195,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">Niklaus von Graffenried</persName>."
6202,1.0,Cristoforo oder Ludovico Madruzzo.
6233,1.0,"Georg Obrecht, Freund Calvins, s. u.a. Beza-Korrespondenz."
624,1.0,vgl. auch 9. April 1550
624,2.0,"Zu diesem vgl. Wim <bibl xmlns=""http://www.tei-c.org/ns/1.0"">Janse, Hardenberg</bibl> als Theologe, S. 383, Anm. 231."
6255,1.0,"Vgl. Joh. Haller, 17. Juni 1570!"
6261,1.0,"Vgl. Phil 1, 23."
6267,1.0,Güttingen.
627,1.0,der Brief fangt mit 694 an
627,2.0,Datum u. Unterschrift fehlen; viell. auf S. 694 abgebröckelt
6279,1.0,"<persName xmlns=""http://www.tei-c.org/ns/1.0"">&#196;gidius Tschudi</persName>."
6279,2.0,Weesen?
6279,3.0,Tschudi.
628,1.0,"Hiezu v. A. Bl's Hd. a. R.: ""Das Latin haist: were ain feine sach, wann der bischoff sein unbillich recht durch die unseren wellte behopten."""
6284,1.0,"<bibl xmlns=""http://www.tei-c.org/ns/1.0"">Adagia</bibl> 1, 9, 83 (<bibl xmlns=""http://www.tei-c.org/ns/1.0"">ASD</bibl> II/2 396, Nr. 883)."
